tile_path,mask_path,county,label,augment,split
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000000000_01_06.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000000000_01_06.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_12_05.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_12_05.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_15_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_15_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000000000-0000004864_09_14.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000000000-0000004864_09_14.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_22_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_22_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000000000_08_07.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000000000_08_07.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000004864_11_04.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000004864_11_04.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_06_18.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_06_18.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zibo_augmentation_12_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zibo_augmentation_12_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Baihe_with_indices\s2_Baihe-0000000000-0000004864_13_05.tif,D:\solar-data-china\tiles\Baihe_mask\s2_Baihe-0000000000-0000004864_13_05.tif,Baihe,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000000000_02_02.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000000000_02_02.tif,Cao,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_18_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_18_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000004864_08_12.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000004864_08_12.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000004864_13_05.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000004864_13_05.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000004864-0000004864_07_08.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000004864-0000004864_07_08.tif,Cao,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zibo_augmentation_15_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zibo_augmentation_15_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000009728-0000000000_04_06.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000009728-0000000000_04_06.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000004864_02_19.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000004864_02_19.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yanjin_with_indices\s2_Yanjin-0000000000-0000000000_13_07.tif,D:\solar-data-china\tiles\Yanjin_mask\s2_Yanjin-0000000000-0000000000_13_07.tif,Yanjin,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_13_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_13_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000004864_11_09.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000004864_11_09.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000009728-0000000000_09_05.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000009728-0000000000_09_05.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000004864_06_07.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000004864_06_07.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000009728-0000000000_07_12.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000009728-0000000000_07_12.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Baihe_with_indices\s2_Baihe-0000000000-0000000000_11_13.tif,D:\solar-data-china\tiles\Baihe_mask\s2_Baihe-0000000000-0000000000_11_13.tif,Baihe,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000004864-0000000000_04_17.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000004864-0000000000_04_17.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_17_10.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_17_10.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000000000_12_09.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000000000_12_09.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000000000_09_16.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000000000_09_16.tif,Cao,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000009728-0000004864_03_05.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000009728-0000004864_03_05.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_12_01.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_12_01.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zhangjiakou_augmentation_7_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zhangjiakou_augmentation_7_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000004864_08_02.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000004864_08_02.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000009728-0000000000_08_18.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000009728-0000000000_08_18.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_13_11.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_13_11.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000004864-0000000000_10_19.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000004864-0000000000_10_19.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000004864-0000000000_15_14.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000004864-0000000000_15_14.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000000000_18_10.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000000000_18_10.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_15_05.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_15_05.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_14.tif,Daming,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_1_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_1_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yanjin_with_indices\s2_Yanjin-0000000000-0000004864_10_01.tif,D:\solar-data-china\tiles\Yanjin_mask\s2_Yanjin-0000000000-0000004864_10_01.tif,Yanjin,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_10_11.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_10_11.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Yuechi_with_indices\s2_Yuechi-0000000000-0000000000_09_03.tif,D:\solar-data-china\tiles\Yuechi_mask\s2_Yuechi-0000000000-0000000000_09_03.tif,Yuechi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_29_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_29_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000000000_19_11.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000000000_19_11.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000000000_06_17.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000000000_06_17.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_25_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_25_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000004864_16_02.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000004864_16_02.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Handan_augmentation_0_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Handan_augmentation_0_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000004864_12_02.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000004864_12_02.tif,LanpingBaiandPumi,1,True,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_LiangshanYi_augmentation_6_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_LiangshanYi_augmentation_6_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yuechi_with_indices\s2_Yuechi-0000000000-0000000000_15_18.tif,D:\solar-data-china\tiles\Yuechi_mask\s2_Yuechi-0000000000-0000000000_15_18.tif,Yuechi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_20_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_20_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_11_08.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_11_08.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_3_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_3_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_58_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_58_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_13.tif,Daming,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_05_12.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_05_12.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_09_04.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_09_04.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_10_11.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_10_11.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\Shuangfeng_with_indices\s2_Shuangfeng-0000000000-0000000000_05_11.tif,D:\solar-data-china\tiles\Shuangfeng_mask\s2_Shuangfeng-0000000000-0000000000_05_11.tif,Shuangfeng,0,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_10.tif,Daming,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_10_04.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_10_04.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000004864_15_02.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000004864_15_02.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zhangjiakou_augmentation_4_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zhangjiakou_augmentation_4_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000000000-0000004864_14_08.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000000000-0000004864_14_08.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_05_03.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_05_03.tif,Daming,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000000000_09_19.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000000000_09_19.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_08_15.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_08_15.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_26_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_26_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000000000_07_07.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000000000_07_07.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000000000_18_08.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000000000_18_08.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000000000_01_19.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000000000_01_19.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_03_07.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_03_07.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_8_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_8_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000000000_05_01.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000000000_05_01.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000000000_04_17.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000000000_04_17.tif,Cao,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_44_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_44_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yanjin_with_indices\s2_Yanjin-0000000000-0000000000_11_07.tif,D:\solar-data-china\tiles\Yanjin_mask\s2_Yanjin-0000000000-0000000000_11_07.tif,Yanjin,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000004864_17_08.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000004864_17_08.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000000000-0000004864_06_11.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000000000-0000004864_06_11.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000004864_12_11.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000004864_12_11.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000000000_14_13.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000000000_14_13.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000004864_03_19.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000004864_03_19.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_13_06.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_13_06.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_16_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_16_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_12_08.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_12_08.tif,Yiyuan,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000000000_12_11.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000000000_12_11.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000000000-0000004864_18_14.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000000000-0000004864_18_14.tif,Heshui,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000004864_12_03.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000004864_12_03.tif,LanpingBaiandPumi,1,True,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000004864_04_10.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000004864_04_10.tif,Heshui,0,False,train
